disease,symptom,disease_umls,symptom_umls,weight
Acquired Meningomyelocele,Obesity,C0751316,C0028754,1
Acquired Meningomyelocele,Overactive Bladder,C0751316,C0878773,1
Acquired Meningomyelocele,"Paraplegia, Cerebral",C0751316,C0278114,1
Acquired Meningomyelocele,Recurrent Laryngeal Nerve Paralysis,C0751316,C0542142,1
Acquired Meningomyelocele,Todd Paralysis,C0751316,C0234544,1
Acquired Meningomyelocele,Urinary Incontinence,C0751316,C0042024,1
Acquired Spelling Dyslexia,Agnosia,C0751091,C0001816,1
Acquired Spelling Dyslexia,Agraphia,C0751091,C0001825,1
Acquired Spelling Dyslexia,Alexia,C0751091,C0002018,1
Acquired Spelling Dyslexia,"Aphasia, Anterior",C0751091,C0454573,1
Acquired Spelling Dyslexia,"Aphasia, Posterior",C0751091,C0454575,1
Acquired Spelling Dyslexia,"Aphasia, Semantic",C0751091,C0234482,1
Acquired Spelling Dyslexia,"Apraxia, Articulatory",C0751091,C3495144,1
Acquired Spelling Dyslexia,Color Anomia,C0751091,C0750915,1
Acquired Spelling Dyslexia,"Hemianopsia, Homonymous",C0751091,C0271202,1
Acquired Spelling Dyslexia,Hemisensory Neglect,C0751091,C0751418,1
Acquired Subglottic Stenosis,Birth Weight,C0340228,C0005612,1
Acquired Subglottic Stenosis,Dysglossia,C0340228,C0751512,1
Acquired Subglottic Stenosis,Fetal Distress,C0340228,C0015930,1
Acquired Subglottic Stenosis,Hypoventilation,C0340228,C3203358,1
Acquired Subglottic Stenosis,Oral Hemorrhage,C0340228,C0029163,1
Acquired Subglottic Stenosis,Orthopnea,C0340228,C0085619,1
Acquired Subglottic Stenosis,Pleural Rub,C0340228,C0032230,1
Acquired Subglottic Stenosis,Recurrent Laryngeal Nerve Paralysis,C0340228,C0542142,1
Acquired Subglottic Stenosis,Tetanilla,C0340228,C0917812,1
Acquired Subglottic Stenosis,"Voice Disorder, Neurologic",C0340228,C0264600,1
Acquired claw foot,"Gait, Festinating",C0158461,C0231694,1
Acquired claw foot,"Hemiplegia, Infantile",C0158461,C0392550,1
Acquired claw foot,Muscle Spasticity,C0158461,C0026838,1
Acquired claw foot,Muscular Atrophy,C0158461,C0026846,1
Acquired claw foot,"Pain, Splitting",C0158461,C0458257,1
Acro-Osteolysis,Arthralgia,C0917990,C0003862,1
Acro-Osteolysis,Conductive hearing loss,C0917990,C0018777,1
Acro-Osteolysis,"Hearing Loss, Extreme",C0917990,C0086395,1
Acro-Osteolysis,"Hemiplegia, Infantile",C0917990,C0392550,1
Acro-Osteolysis,"Pain, Splitting",C0917990,C0458257,1
Acrocallosal Syndrome,Amnesia,C0796147,C0002622,1
Acrocallosal Syndrome,"Apraxia, Articulatory",C0796147,C3495144,1
Acrocallosal Syndrome,"Auditory Processing Disorder, Central",C0796147,C0751257,1
Acrocallosal Syndrome,Hemisensory Neglect,C0796147,C0751418,1
Acrocallosal Syndrome,"Hypothermia, Accidental",C0796147,C0274285,1
Acrocallosal Syndrome,Nonepileptic Seizures,C0796147,C3495874,1
Acrocallosal Syndrome,Polydactyly,C0796147,C0152427,1
Acrocallosal Syndrome,Psychomotor Impairment,C0796147,C5441816,1
Acrocallosal Syndrome,Quadriparesis,C0796147,C0270790,1
Acrocallosal Syndrome,Sensation Disorders,C0796147,C0036659,1
Acrocallosal Syndrome,Sensorineural Hearing Loss (disorder),C0796147,C0018784,1
Acrodermatitis,Blindness both eyes NOS (disorder),C0001197,C1879328,1
Acrodermatitis,Cyanosis,C0001197,C0010520,1
Acrodermatitis,Diarrhea,C0001197,C0011991,1
Acrodermatitis,Dysesthesia,C0001197,C0392699,1
Acrodermatitis,Hypergammaglobulinemia,C0001197,C0020455,1
Acrodermatitis,Infantile Diarrhea,C0001197,C0011992,1
Acrodermatitis,"Jaundice, Hemolytic",C0001197,C0242183,1
Acrodermatitis,Oral Manifestations,C0001197,C0029166,1
Acrodermatitis,Pruritus,C0001197,C0033774,1
Acrodermatitis,Purpura,C0001197,C0034150,1
Acrodynia,Benign Hereditary Chorea,C0001198,C0393584,1
Acrodynia,Body Weight,C0001198,C0005910,1
Acrodynia,Cyanosis,C0001198,C0010520,1
Acrodynia,Edema,C0001198,C0013604,1
Acrodynia,Flaccid Muscle Tone,C0001198,C0026825,1
Acrodynia,Neurologic Manifestations,C0001198,C0027854,1
Acrodynia,Oral Manifestations,C0001198,C0029166,1
Acrodynia,"Pain, Splitting",C0001198,C0458257,1
Acrodynia,Psychomotor Impairment,C0001198,C5441816,1
Acrodynia,Skin Manifestations,C0001198,C0037285,1
Acromegaly,Albuminuria,C0001206,C0001925,1
Acromegaly,Androgenization,C0001206,C1452968,1
Acromegaly,Body Weight,C0001206,C0005910,1
Acromegaly,Dysesthesia,C0001206,C0392699,1
Acromegaly,"Hemianopsia, Homonymous",C0001206,C0271202,1
Acromegaly,Hemicrania,C0001206,C0877781,1
Acromegaly,Hirsutism,C0001206,C0019572,1
Acromegaly,Obesity,C0001206,C0028754,1
Acromegaly,Snoring,C0001206,C0037384,1
Acromegaly,Visual Impairment,C0001206,C3665347,1
Actinic keratosis,"Pain, Splitting",C0022602,C0458257,1
Actinobacillus Infections,"Cerebrospinal Fluid Otorrhea, Traumatic",C0001249,C0751026,1
Actinobacillus Infections,Cerebrospinal Fluid Rhinorrhea,C0001249,C0007815,1
Actinobacillus Infections,Edema,C0001249,C0013604,1
Actinobacillus Infections,Fever,C0001249,C0015967,1
Actinobacillus Infections,Fever of Unknown Origin,C0001249,C0015970,1
Actinobacillus Infections,Innocent Murmurs,C0001249,C0232255,1
Actinobacillus Infections,Internal Ophthalmoplegia,C0001249,C0339693,1
Actinobacillus Infections,"Paraplegia, Cerebral",C0001249,C0278114,1
Actinobacillus Infections,Recurrent Low Back Pain,C0001249,C0751648,1
Actinobacillus Infections,Weight Gain,C0001249,C0043094,1
Actinomycetales Infections,"Abdomen, Acute",C0001255,C0000727,1
Actinomycetales Infections,Cerebrospinal Fluid Rhinorrhea,C0001255,C0007815,1
Actinomycetales Infections,Coughing,C0001255,C0010200,1
Actinomycetales Infections,Dyspepsia,C0001255,C0013395,1
Actinomycetales Infections,Fever,C0001255,C0015967,1
Actinomycetales Infections,Fever of Unknown Origin,C0001255,C0015970,1
Actinomycetales Infections,Hemoptysis,C0001255,C0019079,1
Actinomycetales Infections,"Jaundice, Hemolytic",C0001255,C0242183,1
Actinomycetales Infections,"Paraplegia, Cerebral",C0001255,C0278114,1
Actinomycetales Infections,Paresis,C0001255,C0030552,1
Actinomycosis,"Abdomen, Acute",C0001261,C0000727,1
Actinomycosis,Abdominal Pain,C0001261,C0000737,1
Actinomycosis,Chest Pain,C0001261,C0008031,1
Actinomycosis,Coughing,C0001261,C0010200,1
Actinomycosis,Fever,C0001261,C0015967,1
Actinomycosis,Halitosis,C0001261,C0018520,1
Actinomycosis,Hemoptysis,C0001261,C0019079,1
Actinomycosis,Pelvic Pain,C0001261,C0030794,1
Actinomycosis,Urinary Stress Incontinence,C0001261,C0042025,1
Actinomycosis,Weight Loss,C0001261,C1262477,1
Activated Protein C Resistance,"Abdomen, Acute",C0600433,C0000727,1
Activated Protein C Resistance,Abdominal Pain,C0600433,C0000737,1
Activated Protein C Resistance,Chest Pain,C0600433,C0008031,1
Activated Protein C Resistance,"Diplopia, Refractive",C0600433,C0271186,1
Activated Protein C Resistance,Edema,C0600433,C0013604,1
Activated Protein C Resistance,Morbid obesity,C0600433,C0028756,1
Activated Protein C Resistance,Obesity,C0600433,C0028754,1
Activated Protein C Resistance,Oral Hemorrhage,C0600433,C0029163,1
Activated Protein C Resistance,Proteinuria,C0600433,C0033687,1
Acute Cerebrovascular Accidents,Age-Related Memory Disorders,C0751956,C0751292,1
Acute Cerebrovascular Accidents,"Aphasia, Anterior",C0751956,C0454573,1
Acute Cerebrovascular Accidents,"Aphasia, Posterior",C0751956,C0454575,1
Acute Cerebrovascular Accidents,"Aphasia, Semantic",C0751956,C0234482,1
Acute Cerebrovascular Accidents,"Gait, Festinating",C0751956,C0231694,1
Acute Cerebrovascular Accidents,"Hemiplegia, Infantile",C0751956,C0392550,2
Acute Cerebrovascular Accidents,Hemisensory Neglect,C0751956,C0751418,1
Acute Cerebrovascular Accidents,Lightheadedness,C0751956,C0220870,1
Acute Cerebrovascular Accidents,Muscle Spasticity,C0751956,C0026838,1
Acute Cerebrovascular Accidents,Muscle Weakness,C0751956,C0151786,1
Acute Cerebrovascular Accidents,Nonepileptic Seizures,C0751956,C3495874,1
Acute Cerebrovascular Accidents,Paresis,C0751956,C0030552,1
Acute Cerebrovascular Accidents,Shoulder Pain,C0751956,C0037011,1
Acute Chest Syndrome,Familial Thrombotic Thrombocytopenic Purpura,C0742343,C1956258,1
Acute Chest Syndrome,Hemicrania,C0742343,C0877781,1
Acute Chest Syndrome,"Pain, Splitting",C0742343,C0458257,1
Acute Chest Syndrome,Pleural Rub,C0742343,C0032230,1
Acute Cholecystitis,"Abdomen, Acute",C0149520,C0000727,1
Acute Cholecystitis,Abdominal Cramps,C0149520,C0000729,1
Acute Cholecystitis,Abdominal Pain,C0149520,C0000737,1
Acute Cholecystitis,Acute Coronary Syndrome,C0149520,C0948089,1
Acute Cholecystitis,Chest Pain,C0149520,C0008031,1
Acute Cholecystitis,"Facial Pain, Referred",C0149520,C0751136,1
Acute Cholecystitis,"Jaundice, Hemolytic",C0149520,C0242183,1
Acute Cholecystitis,"Jaundice, Obstructive",C0149520,C0022354,1
Acute Cholecystitis,Myocardial Preinfarction Syndrome,C0149520,C0086666,1
Acute Cholecystitis,Unconscious State,C0149520,C0041657,1
Acute Coronary Syndrome,Albuminuria,C0948089,C0001925,1
Acute Coronary Syndrome,Angina Pectoris,C0948089,C0002962,1
Acute Coronary Syndrome,"Angina Pectoris, Variant",C0948089,C0002963,1
Acute Coronary Syndrome,Chest Pain,C0948089,C0008031,1
Acute Coronary Syndrome,Intermittent Claudication,C0948089,C0021775,1
Acute Coronary Syndrome,Myocardial Preinfarction Syndrome,C0948089,C0086666,1
Acute Coronary Syndrome,Nausea,C0948089,C0027497,1
Acute Coronary Syndrome,Obesity,C0948089,C0028754,1
Acute Coronary Syndrome,Orthopnea,C0948089,C0085619,1
Acute Coronary Syndrome,Presyncope,C0948089,C0700200,1
Acute Coryza,Apnea,C0086066,C0003578,1
Acute Coryza,Coughing,C0086066,C0010200,2
Acute Coryza,Diarrhea,C0086066,C0011991,1
Acute Coryza,Earache,C0086066,C0013456,1
Acute Coryza,Fever,C0086066,C0015967,2
Acute Coryza,Infantile Diarrhea,C0086066,C0011992,1
Acute Coryza,Olfaction Disorders,C0086066,C0553757,1
Acute Coryza,Orthopnea,C0086066,C0085619,1
Acute Coryza,Pharyngitis,C0086066,C0031350,1
Acute Coryza,Pleural Rub,C0086066,C0032230,1
Acute Coryza,Sneezing,C0086066,C0037383,1
Acute Disease,Birth Weight,C0001314,C0005612,1
Acute Disease,Coughing,C0001314,C0010200,1
Acute Disease,Diarrhea,C0001314,C0011991,1
Acute Disease,Disorientation,C0001314,C0233407,1
Acute Disease,Fever,C0001314,C0015967,1
Acute Disease,Nausea,C0001314,C0027497,1
Acute Disease,Psychogenic coma,C0001314,C0860634,1
Acute Disease,Recurrent Low Back Pain,C0001314,C0751648,1
Acute Disease,Sciatica,C0001314,C0036396,1
Acute Disease,Subacute Delirium,C0001314,C0154333,1
Acute Erythroblastic Leukemia,"Abdomen, Acute",C0023440,C0000727,1
Acute Erythroblastic Leukemia,Body Weight,C0023440,C0005910,1
Acute Erythroblastic Leukemia,Familial Thrombotic Thrombocytopenic Purpura,C0023440,C1956258,1
Acute Erythroblastic Leukemia,Fever,C0023440,C0015967,1
Acute Erythroblastic Leukemia,Hiccough,C0023440,C0019521,1
Acute Erythroblastic Leukemia,Hypergammaglobulinemia,C0023440,C0020455,1
Acute Erythroblastic Leukemia,Meningism,C0023440,C0025287,1
Acute Erythroblastic Leukemia,Muscle Weakness,C0023440,C0151786,1
Acute Erythroblastic Leukemia,Thrombocytopenic purpura,C0023440,C0857305,1
Acute Erythroblastic Leukemia,Weight Loss,C0023440,C1262477,1
Acute Generalized Exanthematous Pustulosis,Edema,C0877055,C0013604,1
Acute Generalized Exanthematous Pustulosis,Fever,C0877055,C0015967,1
Acute Generalized Exanthematous Pustulosis,Lassitude,C0877055,C0086525,1
Acute Generalized Exanthematous Pustulosis,"Pain, Splitting",C0877055,C0458257,1
Acute Generalized Exanthematous Pustulosis,Pruritus,C0877055,C0033774,1
Acute Generalized Exanthematous Pustulosis,Vertebrogenic Pain Syndrome,C0877055,C0750949,1
Acute Infective Polyneuritis,"Ataxia, Appendicular",C3542501,C0750937,1
Acute Infective Polyneuritis,Dysesthesia,C3542501,C0392699,1
Acute Infective Polyneuritis,Facial paralysis,C3542501,C0015469,1
Acute Infective Polyneuritis,"Gait, Festinating",C3542501,C0231694,1
Acute Infective Polyneuritis,Internal Ophthalmoplegia,C3542501,C0339693,1
Acute Infective Polyneuritis,Lassitude,C3542501,C0086525,1
Acute Infective Polyneuritis,Muscle Weakness,C3542501,C0151786,1
Acute Infective Polyneuritis,"Paraparesis, Cerebral",C3542501,C0278118,1
Acute Infective Polyneuritis,Quadriparesis,C3542501,C0270790,1
Acute Infective Polyneuritis,"Reflex, Pendular",C3542501,C0277850,1
Acute Inferior Myocardial Infarction,Chest Pain,C0264700,C0008031,1
Acute Inferior Myocardial Infarction,Orthopnea,C0264700,C0085619,1
Acute Kidney Tubular Necrosis,Albuminuria,C0022672,C0001925,1
Acute Kidney Tubular Necrosis,Body Weight,C0022672,C0005910,1
Acute Kidney Tubular Necrosis,Fever,C0022672,C0015967,1
Acute Kidney Tubular Necrosis,Hemoglobinuria,C0022672,C0019048,1
Acute Kidney Tubular Necrosis,"Jaundice, Obstructive",C0022672,C0022354,1
Acute Kidney Tubular Necrosis,Neurogenic Urinary Bladder,C0022672,C0005697,1
Acute Kidney Tubular Necrosis,Oliguria,C0022672,C0028961,1
Acute Kidney Tubular Necrosis,Polyuria,C0022672,C0032617,1
Acute Kidney Tubular Necrosis,Proteinuria,C0022672,C0033687,1
Acute Kidney Tubular Necrosis,Vomiting,C0022672,C0042963,1
Acute Lung Injury,Body Weight,C0242488,C0005910,1
Acute Lung Injury,Edema,C0242488,C0013604,1
Acute Lung Injury,Hypercapnia,C0242488,C0020440,1
Acute Lung Injury,Hyperoxia,C0242488,C0242706,1
Acute Lung Injury,"Hypothermia, Accidental",C0242488,C0274285,1
Acute Lung Injury,Infantile Diarrhea,C0242488,C0011992,1
Acute Lung Injury,Orthopnea,C0242488,C0085619,1
Acute Lung Injury,Respiratory Aspiration,C0242488,C1720922,1
Acute Lung Injury,Underweight,C0242488,C0041667,1
Acute Lung Injury,Weight Loss,C0242488,C1262477,1
Acute Megakaryocytic Leukemias,Coughing,C0023462,C0010200,1
Acute Megakaryocytic Leukemias,Dysesthesia,C0023462,C0392699,1
Acute Megakaryocytic Leukemias,Facial paralysis,C0023462,C0015469,1
Acute Megakaryocytic Leukemias,Fever,C0023462,C0015967,1
Acute Megakaryocytic Leukemias,Fever of Unknown Origin,C0023462,C0015970,1
Acute Megakaryocytic Leukemias,"Hydrops Fetalis, Non-Immune",C0023462,C0455988,1
Acute Megakaryocytic Leukemias,Hypesthesia,C0023462,C0020580,1
Acute Megakaryocytic Leukemias,Lassitude,C0023462,C0086525,1
Acute Megakaryocytic Leukemias,"Paraplegia, Cerebral",C0023462,C0278114,1
Acute Megakaryocytic Leukemias,Thrombocytopenic purpura,C0023462,C0857305,1
Acute Myeloid Leukemia (AML-M2),Anorexia,C1879321,C0003123,1
Acute Myeloid Leukemia (AML-M2),Communicable Diseases,C1879321,C0009450,1
Acute Myeloid Leukemia (AML-M2),Contusions,C1879321,C0009938,1
Acute Myeloid Leukemia (AML-M2),Diarrhea,C1879321,C0011991,1
Acute Myeloid Leukemia (AML-M2),Facial paralysis,C1879321,C0015469,1
Acute Myeloid Leukemia (AML-M2),Fever,C1879321,C0015967,1
Acute Myeloid Leukemia (AML-M2),Fever of Unknown Origin,C1879321,C0015970,1
Acute Myeloid Leukemia (AML-M2),Hemorrhage,C1879321,C0019080,1
Acute Myeloid Leukemia (AML-M2),Lassitude,C1879321,C0086525,2
Acute Myeloid Leukemia (AML-M2),Nausea,C1879321,C0027497,1
Acute Myeloid Leukemia (AML-M2),Oral Hemorrhage,C1879321,C0029163,1
Acute Myeloid Leukemia (AML-M2),Orthopnea,C1879321,C0085619,1
Acute Myeloid Leukemia (AML-M2),"Paraplegia, Cerebral",C1879321,C0278114,1
Acute Myeloid Leukemia (AML-M2),Vomiting,C1879321,C0042963,1
Acute Promyelocytic Leukemia,Abdominal Pain,C0023487,C0000737,1
Acute Promyelocytic Leukemia,"Diplopia, Refractive",C0023487,C0271186,1
Acute Promyelocytic Leukemia,Earache,C0023487,C0013456,1
Acute Promyelocytic Leukemia,Ecchymosis,C0023487,C0013491,1
Acute Promyelocytic Leukemia,Fever,C0023487,C0015967,1
Acute Promyelocytic Leukemia,Hemicrania,C0023487,C0877781,1
Acute Promyelocytic Leukemia,Nausea,C0023487,C0027497,1
Acute Promyelocytic Leukemia,Obesity,C0023487,C0028754,1
Acute Promyelocytic Leukemia,Orthopnea,C0023487,C0085619,1
Acute Promyelocytic Leukemia,Weight Gain,C0023487,C0043094,1
Acute biphenotypic leukemia,Anemia,C0023464,C0002871,1
Acute biphenotypic leukemia,Fever,C0023464,C0015967,1
Acute biphenotypic leukemia,Lymphatic Diseases,C0023464,C0024228,1
Acute intermittent porphyria,"Abdomen, Acute",C0162565,C0000727,1
Acute intermittent porphyria,Abdominal Cramps,C0162565,C0000729,1
Acute intermittent porphyria,Abdominal Pain,C0162565,C0000737,1
Acute intermittent porphyria,"Blindness, Cortical, Transient",C0162565,C0858621,1
Acute intermittent porphyria,Muscle Weakness,C0162565,C0151786,1
Acute intermittent porphyria,Nonepileptic Seizures,C0162565,C3495874,1
Acute intermittent porphyria,"Paraparesis, Cerebral",C0162565,C0278118,1
Acute intermittent porphyria,Quadriparesis,C0162565,C0270790,1
Acute intermittent porphyria,Subacute Delirium,C0162565,C0154333,1
Acute intermittent porphyria,Vomiting,C0162565,C0042963,1
Acute monocytic leukemia,Abdominal Pain,C0023465,C0000737,1
Acute monocytic leukemia,Diarrhea,C0023465,C0011991,1
Acute monocytic leukemia,Dysesthesia,C0023465,C0392699,1
Acute monocytic leukemia,Ecchymosis,C0023465,C0013491,1
Acute monocytic leukemia,Facial paralysis,C0023465,C0015469,1
Acute monocytic leukemia,Meningism,C0023465,C0025287,1
Acute monocytic leukemia,Nausea,C0023465,C0027497,1
Acute monocytic leukemia,Proteinuria,C0023465,C0033687,1
Acute monocytic leukemia,"Purpura, Hyperglobulinemic",C0023465,C0034151,1
Acute monocytic leukemia,Skin Manifestations,C0023465,C0037285,1
Acute myelomonocytic leukemia,Coughing,C0023479,C0010200,1
Acute myelomonocytic leukemia,Facial paralysis,C0023479,C0015469,1
Acute myelomonocytic leukemia,Familial Thrombotic Thrombocytopenic Purpura,C0023479,C1956258,1
Acute myelomonocytic leukemia,Fetal Distress,C0023479,C0015930,1
Acute myelomonocytic leukemia,Fever,C0023479,C0015967,1
Acute myelomonocytic leukemia,Fever of Unknown Origin,C0023479,C0015970,1
Acute myelomonocytic leukemia,Gastroparesis,C0023479,C0152020,1
Acute myelomonocytic leukemia,Nausea,C0023479,C0027497,1
Acute myelomonocytic leukemia,Orthopnea,C0023479,C0085619,1
Acute myelomonocytic leukemia,Sensorineural Hearing Loss (disorder),C0023479,C0018784,1
Acute-Phase Reaction,Angina Pectoris,C0001349,C0002962,1
Acute-Phase Reaction,Anorexia,C0001349,C0003123,1
Acute-Phase Reaction,Body Weight,C0001349,C0005910,1
Acute-Phase Reaction,Cachexia,C0001349,C0006625,1
Acute-Phase Reaction,Fever,C0001349,C0015967,1
Acute-Phase Reaction,Myocardial Preinfarction Syndrome,C0001349,C0086666,1
Acute-Phase Reaction,"Pain, Postoperative",C0001349,C0030201,1
Acute-Phase Reaction,REM Sleep Deprivation,C0001349,C0751506,1
Acute-Phase Reaction,Weight Gain,C0001349,C0043094,1
Acute-Phase Reaction,Weight Loss,C0001349,C1262477,1
Adamantinoma of Long Bones,Edema,C0334556,C0013604,1
Adamantinoma of Long Bones,"Pain, Splitting",C0334556,C0458257,1
Adams-Stokes Syndrome,Angina Pectoris,C0001396,C0002962,1
Adams-Stokes Syndrome,"Angina Pectoris, Variant",C0001396,C0002963,1
Adams-Stokes Syndrome,Apnea,C0001396,C0003578,1
Adams-Stokes Syndrome,"Hearing Loss, Extreme",C0001396,C0086395,1
Adams-Stokes Syndrome,Neuralgia,C0001396,C0027796,1
Adams-Stokes Syndrome,Nonepileptic Seizures,C0001396,C3495874,1
Adams-Stokes Syndrome,Paroxysmal nocturnal dyspnea,C0001396,C1956415,1
Adams-Stokes Syndrome,Presyncope,C0001396,C0700200,1
Adams-Stokes Syndrome,"Reflex, Pendular",C0001396,C0277850,1
Adams-Stokes Syndrome,Unconscious State,C0001396,C0041657,1
Addison Disease,Abdominal Pain,C0001403,C0000737,1
Addison Disease,Asthenia,C0001403,C0004093,1
Addison Disease,Diarrhea,C0001403,C0011991,1
Addison Disease,Hyperemesis Gravidarum,C0001403,C0020450,1
Addison Disease,Lassitude,C0001403,C0086525,1
Addison Disease,Muscle Spasticity,C0001403,C0026838,1
Addison Disease,Presyncope,C0001403,C0700200,1
Addison Disease,Psychogenic coma,C0001403,C0860634,1
Addison Disease,Vomiting,C0001403,C0042963,1
Addison Disease,Weight Loss,C0001403,C1262477,1
Adenitis,Asthenia,C0001416,C0004093,1
Adenitis,Edema,C0001416,C0013604,1
Adenitis,Fever,C0001416,C0015967,1
Adenitis,Fever of Unknown Origin,C0001416,C0015970,1
Adenitis,Hypergammaglobulinemia,C0001416,C0020455,1
Adenitis,Neck Pain,C0001416,C0007859,1
Adenitis,Oral Manifestations,C0001416,C0029166,1
Adenitis,Recurrent Laryngeal Nerve Paralysis,C0001416,C0542142,1
Adenitis,Spasmodic torticollis,C0001416,C0152116,1
Adenitis,Thrombocytopenic purpura,C0001416,C0857305,1
Adenocarcinoma,Abdominal Pain,C0001418,C0000737,1
Adenocarcinoma,Anorexia,C0001418,C0003123,1
Adenocarcinoma,Body Weight,C0001418,C0005910,1
Adenocarcinoma,Body Weight decreased,C0001418,C0043096,1
Adenocarcinoma,Cachexia,C0001418,C0006625,1
Adenocarcinoma,Constipation,C0001418,C0009806,1
Adenocarcinoma,Decreased stool caliber,C0001418,C0278014,1
Adenocarcinoma,Diarrhea,C0001418,C0011991,1
Adenocarcinoma,Early satiety,C0001418,C0239233,1
