umls_code,term
C0008780,Ciliary Motility Disorders
C0242676,"Positive-Pressure Respiration, Intrinsic"
C0750903,"Amblyopia, Suppression"
C0175683,Citrullinemia
C0752132,"Infarction, Posterior Cerebral Artery"
C0751731,"Intracranial Hypotension, Essential"
C1135993,"Wasting Disease, Chronic"
C0221069,Anterior Spinal Artery Syndrome
C0700501,Congenital nystagmus
C0234329,"Motor Disorder, Vagus Nerve"
C0268425,Alstrom Syndrome
C0858621,"Blindness, Cortical, Transient"
C0751544,Tangier Disease Neuropathy
C0206085,Kleine-Levin Syndrome
C0751946,"Neonatal Sleep Myoclonus, Benign"
C0015402,Eye Hemorrhage
C0013592,Ectropion
C0028841,Ocular Hypotension
C0154778,"Myopia, Degenerative"
C0154841,Central retinal vein occlusion
C0030848,Peyronie Disease
C0018055,"Gonadal Dysgenesis, Mixed"
C1720814,Anterior Urethral Stricture
C0270327,Bedwetting
C0008043,Chiari-Frommel Syndrome
C0011813,Dextrocardia
C0016522,"Foramen Ovale, Patent"
C0007196,Restrictive cardiomyopathy
C0151814,Coronary Occlusion
C0948480,Coronary Restenosis
C0277919,Postthrombotic Syndrome
C0032807,Postphlebitic Syndrome
C0852077,"Blood Coagulation Disorders, Inherited"
C0600433,Activated Protein C Resistance
C1956093,Paris-Trousseau Thrombocytopenia
C0043324,Juvenile Xanthogranuloma
C0398368,Lymphatic Abnormalities
C1704429,"Hypoalphalipoproteinemia, Familial"
C0020597,Hypobetalipoproteinemias
C0001145,Acne Keloid
C0021807,Intertrigo
C0037279,"Skin Diseases, Metabolic"
C0006705,Calcium Metabolism Disorders
C0577628,Latex allergy
C0011548,Dependent Personality Disorder
C0877015,Pelvic Organ Prolapse
C0035956,"Rupture, Spontaneous"
C0021943,Chromosome inversion
C0162810,"Cicatrix, Hypertrophic"
C0003794,Arm Injuries
C0206674,"Adenoma, Villous"
C0206685,Acinar Cell Carcinoma
C0701818,Choledocholithiasis
C0399526,Class III malocclusion
C0162644,Root Caries
C0027873,Neuromyelitis Optica
C0273483,Cranial Nerve Injuries
C0917796,"Optic Atrophy, Hereditary, Leber"
C0038833,Superior Vena Cava Syndrome
C0015499,Hereditary Factor V Deficiency
C0038355,Stomach Diverticulum
C0346302,Growth Hormone-Secreting Pituitary Adenoma
C0019212,Hepatorenal Syndrome
C0751802,"Brain Stem Hematoma, Traumatic"
C0349788,Arrhythmogenic Right Ventricular Dysplasia
C0003516,Aortopulmonary Septal Defect
C0003843,Arterio-Arterial Fistula
C0039232,"Tachycardia, Atrioventricular Nodal Reentry"
C0039235,"Tachycardia, Ectopic Junctional"
C0003499,Supravalvular aortic stenosis
C0040963,Tricuspid Valve Stenosis
C0242666,Protein S Deficiency
C0032372,"Poliomyelitis, Bulbar"
C3665596,Warts
C0265326,Bannayan-Riley-Ruvalcaba Syndrome
C0035411,Rhabdomyoma
C0036400,Scimitar Syndrome
C0035459,"Rhinitis, Atrophic"
C0458219,Complex Regional Pain Syndromes
C0155015,"Color Blindness, Red"
C0020581,Hyphema
C0042996,Vulvitis
C0023569,Levocardia
C0243002,Tricuspid Atresia
C0340375,Subaortic stenosis
C0034084,Pulmonary Subvalvular Stenosis
C0398625,Protein C Deficiency
C0038732,Sulfhemoglobinemia
C0024214,Lymphangiectasis
C0041428,"Twins, Conjoined"
C0002066,Alkaptonuria
C0022584,"Keratoderma, Palmoplantar, Diffuse"
C0003782,Argyria
C0028817,Ochronosis
C0040197,Tick Paralysis
C3203359,Rupture
C0339166,Gonococcal Ophthalmia Neonatorum
C0030332,Panophthalmitis
C0035468,Rhinoscleroma
C0007947,Chancroids
C0085568,Buruli Ulcer
C0242301,furuncle
C0030578,Paronychia Inflammation
C0019191,Infectious Canine Hepatitis
C0015406,"Eye Infections, Parasitic"
C1328252,Mucocutaneous leishmaniasis
C0152244,"Bone Cysts, Aneurysmal"
C0011428,Dentigerous Cyst
C0031087,Periodontal Cyst
C0034543,Radicular Cyst
C0025467,Mesenteric Cyst
C0030584,Parovarian Cyst
C0032650,Popliteal Cyst
C0024224,lymphangiosarcoma
C0036920,Sezary Syndrome
C0206634,"Liposarcoma, Myxoid"
C0008441,Chondroblastoma
C1136033,Cutaneous Mastocytosis
C0206640,Ossifying Fibroma
C0029423,Cartilaginous exostosis
C0206643,"Neoplasms, Fibrous Tissue"
C0334511,Pleural Solitary Fibrous Tumor
C0206652,"Sarcoma, Small Cell"
C0206656,Embryonal Rhabdomyosarcoma
C0206659,Embryonal Carcinoma
C0206717,Olfactory Neuroblastoma
C0206681,"Adenocarcinoma, Clear Cell"
C0206697,"Carcinoma, Skin Appendage"
C0206766,"Neoplasms, Adnexal and Skin Appendage"
C0206711,Pilomatrixoma
C0206733,Strawberry nevus of skin
C0751692,Multiple Hemangioblastomas
C0002448,Ameloblastoma
C0334556,Adamantinoma of Long Bones
C0029185,Orbital Neoplasms
C0376527,Skull Base Neoplasms
C0038554,Sublingual Gland Neoplasms
C0021432,"Tumor, Infratentorial"
C0015558,Fallopian Tube Neoplasms
C0023531,Leukoplakia
C0043346,Xeroderma Pigmentosum
C0020534,Orbital separation excessive
C0039093,Congenital abnormal Synostosis
C0014084,Enchondromatosis
C0025239,Melorheostosis
C0001860,Ainhum
C0038018,Spondylolysis
C0018564,Hand deformities
C0003960,Aschoff Bodies
C2936445,Septic Sacroiliitis
C0029427,Synovial osteochondromatosis
C1253936,Hydrarthrosis
C0022411,Joint Loose Bodies
C0039106,Pigmented villonodular synovitis
C4082974,Dupuytren's Disease
C0205929,Anal Fistula
C0024633,Mallory-Weiss Syndrome
C0343387,"Enterocolitis, Neutropenic"
C0034888,Rectal Prolapse
C0162569,Hepatoerythropoietic Porphyria
C0162568,Erythropoietic Protoporphyria
C0015458,Facial Hemiatrophy
C0007971,Cheilitis
C0025235,Melkersson-Rosenthal Syndrome
C0079943,Oral Fistula
C0011361,Dental Fistula
C0017565,Gingival Hemorrhage
C2936258,Peri-Implantitis
C0026103,Mikulicz Disease
C0036089,Salivary Duct Calculi
C0036091,Sialolithiasis
C0040412,Fissured tongue
C0011430,Dentin Dysplasia
C0006325,Bruxism
C0011405,Dental Pulp Diseases
C2717739,Pulp Mummification
C0011434,"Dentin, Secondary"
C0034103,Pulpitis
C0040438,"Tooth Eruption, Ectopic"
C0040441,Tooth Fractures
C0015029,Ethmoid Sinusitis
C0206586,Endolymphatic Hydrops
C0029878,Otitis Externa
C0206504,Tympanic Membrane Perforation
C0025183,Meige Syndrome
C0018609,Hartnup Disease
C0017083,Gangliosidoses
C3887633,"Dandy-Walker Syndrome, Familial"
C0455718,Top of the Basilar Syndrome
C0751824,Sagittal Sinus Thrombophlebitis
C1262087,SUNCT Syndrome
C0560651,Central Cord Syndrome
C0161407,Abducens Nerve Injury
C0751822,Optic Nerve Transection
C0751838,Bruns apraxia of gait
C0031315,Phantom Limb Syndrome
C0751693,Brown-Sequard's Paralysis
C0026205,Miosis disorder
C0542141,Paralysis radial
C0039319,Tarsal Tunnel Syndrome
C0154743,Ulnar Neuropathies
C4520843,Pterygium of eye
C0024439,Macular corneal dystrophy
C0016781,Fuchs Endothelial Dystrophy
C0005747,Blepharospasm
C0022906,Lacrimal Duct Obstruction
C0023308,Lens Diseases
C0085270,Orbital Pseudotumor
C0302497,Retrobulbar Hemorrhage
C0002982,Angioid Streaks
C0242852,Proliferative vitreoretinopathy
C0042161,Uveal Diseases
C0022081,Iritis
C0029077,"Ophthalmia, Sympathetic"
C0042166,"Uveitis, Intermediate"
C1262061,Testicular Hematocele
C0004690,Balanitis
C0031538,Phimosis
C0030483,Paraphimosis
C0042021,Urinary Tract Fistula
C0282488,Interstitial Cystitis
C0007860,Uterine Cervicitis
C0022783,Vulvar Lichen Sclerosus
C0919631,"Upper Extremity Deep Vein Thrombosis, Primary"
C0034151,"Purpura, Hyperglobulinemic"
C1260899,"Anemia, Diamond-Blackfan"
C0002882,"Anemia, Hemolytic, Congenital Nonspherocytic"
C0015702,Favism
C3658294,Hereditary Antithrombin Deficiency
C1275339,Necrobiotic Xanthogranuloma
C0033770,Prune Belly Syndrome
C0085132,Mucopolysaccharidosis VII
C0238052,"Xanthomatosis, Cerebrotendinous"
C0025221,Meleda Disease
C2713394,Haim-Monk Syndrome
C0221348,Hereditary lymphedema and yellow nails
C0002636,Amniotic Band Syndrome
C0162812,Necrobiotic Disorders
C0030327,"Panniculitis, Lupus Erythematosus"
C0002173,"Mucinosis, Follicular"
C0263390,Scleromyxedema
C0748540,"Scleroderma, Limited"
C0032342,"Dermatitis, Toxicodendron"
C1619692,Nephrogenic Fibrosing Dermopathy
C0020241,Hydroa Vacciniforme
C0162817,"Skin Diseases, Eczematous"
C0010598,Cyclothymic Disorder
C0009940,Convalescence
C0206260,Angiogranuloma
C0877172,"Hematoma, Epidural, Spinal"
C0043020,Wallerian Degeneration
C0015395,Eye Burns
C0015409,"Eye Injuries, Penetrating"
C0024953,Maxillary Fractures
C0043540,Fracture of zygoma
C0281865,Hip Injuries
C1176475,Ductal Carcinoma
C0282492,Sneddon Syndrome
C0232347,No-Reflow Phenomenon
C0014741,Erythema Induratum
C0206648,Myofibromatosis
C0013393,Dysostoses
C0024507,Majewski Syndrome
C0040587,Tracheobronchomegaly
C0035238,Congenital abnormality of respiratory system
C0751738,"Lysosomal Storage Diseases, Nervous System"
C0268221,Fucosidosis Type I
C2717907,Isolated Noncompaction of the Ventricular Myocardium
C0033036,Atrial Premature Complexes
C0032915,Preexcitation Syndrome
C2713367,"Abnormality, Severe Teratoid"
C0162530,"Porphyria, Erythropoietic"
C0031946,Pinta
C0043388,Yaws
C0035469,Rhinosporidiosis
C0684337,Ewings sarcoma-primitive neuroectodermal tumor (PNET)
C0001433,"Adenoma, Acidophil"
C0008029,Cherubism
C0032209,Platybasia
C0027341,Nail-Patella Syndrome
C0015467,Facial Neuralgia
C0029166,Oral Manifestations
C0011346,Dental Deposits
C0022802,Kuru
C0027854,Neurologic Manifestations
C0271202,"Hemianopsia, Homonymous"
C0020302,Hydrophthalmos
C0002890,Leukoerythroblastic Anemia
C0022079,Iris Neoplasms
C0037033,"Sialometaplasia, Necrotizing"
C0008522,Choroid Hemorrhage
C0023309,Lens dislocation
C0017609,"Glaucoma, Neovascular"
C0152136,Low Tension Glaucoma
C0271091,"Retinoschisis, Juvenile, X-Linked"
C0040015,Thrombasthenia
C0040381,Tolosa-Hunt Syndrome
C0022078,Iris Diseases
C1609538,Latent Tuberculosis
C0040262,Tinea Versicolor
C1258039,Henipavirus Infections
C3494181,"Glomus Tumors, Familial, 1"
C0270932,Paraneoplastic Polyneuropathy
C0149925,Small cell carcinoma of lung
C0376685,Shoulder Impingement Syndrome
C0751336,Distal Muscular Dystrophies
C0751713,"Inclusion Body Myopathy, Sporadic"
C0006430,Burning Mouth Syndrome
C0751726,Hemifacial Myokymia
C0031055,Pericoronitis
C0264598,Spastic Aphonia
C0003165,Anthracosis
C0393665,"Multiple Sclerosis, Chronic Progressive"
C1299624,Postural Orthostatic Tachycardia Syndrome
C0038868,Progressive supranuclear palsy
C0546983,Post-Concussion Syndrome
C0752150,Hypnic Headache
C0393743,Chronic Paroxysmal Hemicrania
C0752146,Analgesic Rebound Headache
C0270612,Leukoencephalopathy
C0393598,Idiopathic familial dystonia
C0231311,Jet Lag Syndrome
C0751050,"Communication Disorders, Developmental"
C0001825,Agraphia
C0750915,Color Anomia
C0751612,"Anisocoria, Physiologic"
C0751774,Nocturnal Myoclonus Syndrome
C0022575,Keratoconjunctivitis Sicca
C0025322,Premature Menopause
C0012628,Discrete Subaortic Stenosis
C2717865,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C0023510,Leukocyte Disorders
C0017551,Gilbert Disease (disorder)
C0162835,Hypopigmentation disorder
C0221032,Familial generalized lipodystrophy
C0236816,"Stress Disorders, Traumatic, Acute"
C0014089,Functional encopresis
C0029461,Osteoradionecrosis
C0001630,Adrenal Rest Tumor
C0031269,Peutz-Jeghers Syndrome
C0475073,"Subarachnoid Hemorrhage, Traumatic"
C0086468,Prenatal Injuries
C4551647,Romano-Ward Syndrome
C0023461,"Leukemia, Mast-Cell"
C2242987,Benign Mastocytoma
C0003650,Apudoma
C0549471,Pancoast Tumor
C1306571,Hepatic Insufficiency
C0751611,"Tonic Pupil, Neuropathic"
C1720983,Channelopathies
C0022541,Kearns-Sayre syndrome
C1956413,Taussig-Bing Anomaly
C0003505,Aortic Valve Prolapse
C0016052,Fibromuscular Dysplasia
C0006845,"Candidiasis, Chronic Mucocutaneous"
C0040261,Onychomycosis
C0020091,Deltaretrovirus Infections
C1955860,"Leukemia, Natural Killer Cell Large Granular Lymphocytic"
C0206139,"Lichen Planus, Oral"
C0035460,"Rhinitis, Vasomotor"
C0015503,Factor VII Deficiency
C0015519,Factor X Deficiency
C0015530,Hereditary Factor XIII Deficiency
C0853030,Macroamylasemia
C0085292,Stiff-Person Syndrome
C0751932,Tibial Neuropathy
C0023370,Leriche Syndrome
C0242645,Blue Toe Syndrome
C0263859,"Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome"
C0033790,Pseudobulbar Palsy
C0033075,Presbyopia
C0751246,"Illusions, Visual"
C0027070,Myoepithelioma
C0017672,Glossalgia
C0037899,Sphingolipidoses
C0751091,Acquired Spelling Dyslexia
C0001816,Agnosia
C0017494,Gerstmann Syndrome
C0751033,Naffziger Syndrome
C0010324,"Crigler Najjar syndrome, type 1"
C0008373,Cholesteatoma
C0028431,"Nose Deformities, Acquired"
C0155490,Middle Ear Cholesteatoma
C0155552,"Hearing Loss, Mixed Conductive-Sensorineural"
C0751814,Cerebrovascular Trauma
C0994516,Type 1 Duane Retraction Syndrome
C0751810,"Skull Fracture, Transphenoid Basilar"
C0333157,Colloid Cysts
C0205770,Choroid Plexus Papilloma
C0751026,"Cerebrospinal Fluid Otorrhea, Traumatic"
C0270733,Striatonigral Degeneration
C0018523,Hallervorden-Spatz Syndrome
C0751843,"Infarction, Anterior Cerebral Artery"
C0026654,Moyamoya Disease
C0751892,"Cerebral Hemorrhage, Hypertensive"
C0751072,Frontotemporal Lobar Degeneration
C0270707,Kluver-Bucy Syndrome
C0751776,Atypical Inclusion-Body Disease
C0085543,Epilepsia Partialis Continua
C0234523,"Apraxia, Ideomotor"
C0751136,"Facial Pain, Referred"
C0015765,Feline Panleukopenia
C0085165,Enzootic bovine leukosis
C0020102,HTLV-II Infections
C0037341,Slow Virus Diseases
C0752184,Cerebral Helminthiasis
C0206632,Angiolipoma
C1266119,Solitary fibrous tumor
C0751678,"Ganglioglioma, Benign"
C1622510,Neurocytoma
C0206718,Ganglioneuroblastoma
C0206703,"Carcinoma, Giant Cell"
C0334448,Cellular Blue Nevus
C0085138,Choroid Plexus Neoplasms
C1261380,Thoracic spondylosis
C0162672,MERRF Syndrome
C0221055,Paramyotonia Congenita (disorder)
C0002452,Amelogenesis Imperfecta
C0018776,"Hearing Loss, Central"
C0751877,Hereditary Central Nervous System Demyelinating Diseases
C0751914,Adult Pelizaeus-Merzbacher Disease
C0268274,"Gangliosidoses, GM2"
C0034345,Pyruvate Dehydrogenase Complex Deficiency Disease
C0751798,"Cerebellar Hemorrhage, Traumatic"
C0007761,Myoclonic Cerebellar Dyssynergia
C0043019,Lateral Medullary Syndrome
C0085220,Cerebral Amyloid Angiopathy
C0751783,Lafora Disease
C0270724,Infantile Neuroaxonal Dystrophy
C0752128,Posterior Spinal Artery Syndrome
C0029125,"Optic Atrophies, Hereditary"
C0566625,Unintelligible Articulation
C0684219,Myokymia
C0751882,"Myasthenic Syndromes, Congenital"
C0751660,"Amyloid Neuropathy, Secondary"
C0751765,"Night Terrors, Childhood"
C0003076,Aniridia
C0026755,Multiple Carboxylase Deficiency
C0220754,Biotinidase Deficiency
C0024748,alpha-Mannosidosis
C0268237,Cytochrome-c Oxidase Deficiency
C0236970,Alcohol-Induced Disorders
C0220654,Meningeal Carcinomatosis
C0011989,Camurati-Engelmann Syndrome
C0206042,Fatal Familial Insomnia
C1879312,Agyria
C1720956,"Hyper-IgM Immunodeficiency Syndrome, Type 2"
C0949570,Wheat Hypersensitivity
C0221065,Subacute Combined Degeneration
C0019553,Hip Contracture
C0016049,"Fibromatosis, Gingival"
C0023795,Lipoid Proteinosis of Urbach and Wiethe
C0456511,Sleep Paralysis
C0393576,Chorea Acanthocytosis Syndrome
C0454573,"Aphasia, Anterior"
C0393777,Nocturnal Paroxysmal Dystonia
C0085411,Angiodysplasia
C0206653,Angiomyoma
C0026363,Mohr Syndrome
C0149870,De Quervain Disease
C0410060,Trigger Thumb
C0003164,Anthracosilicosis
C0752323,Focal Clonic Seizures
C0152180,Accessory Nerve Disorder
C0234362,Synkinesis
C0752295,Confusional Arousals
C0037231,Sjogren-Larsson Syndrome
C1279481,X-Linked Combined Immunodeficiency Diseases
C4042763,Postoperative Residual Curarization
C1450010,"Plagiocephaly, Nonsynostotic"
C0042454,Velopharyngeal Insufficiency
C0271375,Fourth cranial nerve paresis
C0003078,Aniseikonia
C0282512,Landau-Kleffner Syndrome
C0019537,High Pressure Neurological Syndrome
C0013528,Echolalia
C1516516,Chromosomal Duplication
C0158982,Neonatal Myasthenia Gravis
C0282513,Primary Progressive Aphasia (disorder)
C0005744,Blepharophimosis
C0751690,Malignant Peripheral Nerve Sheath Tumor
C0393774,Sleep-Related Bruxism
C0278188,Visual partial seizure
C0456512,Sleep Starts
C0079588,"Ichthyosis, X-Linked"
C0021268,Inert Gas Narcosis
C0162533,"Porphyrias, Hepatic"
C0034880,Hyperacusis
C0454575,"Aphasia, Posterior"
C0022387,Jervell-Lange Nielsen Syndrome
C0003824,Arson
C0751194,"Hematoma, Subdural, Spinal"
C0040445,Tooth Mobility
C0040443,Tooth Avulsion
C0014670,Equinus Deformity
C1956234,Putaminal Hematoma
C1839259,"Bulbo-Spinal Atrophy, X-Linked"
C0026139,Milk Sickness
C0729544,Central Nervous System Fungal Infections
C0206637,Mesenchymal Chondrosarcoma
C0158461,Acquired claw foot
C0395932,Recurrent Vestibular Neuritis
C1850386,GIANT AXONAL NEUROPATHY 1
C0034341,Pyruvate Carboxylase Deficiency Disease
C0238265,Marchiafava-Bignami Disease
C0751706,Primary Progressive Nonfluent Aphasia
C0234471,Associative aphasia
C2717760,Alien Hand Syndrome
C0018425,Gyrate Atrophy
C0398791,Nijmegen Breakage Syndrome
C0030764,Pedophilia
C0234447,Narcosis
C0030477,Paranoid Personality Disorder
C0030631,Passive-Aggressive Personality Disorder
C0006895,Capgras Syndrome
C0040774,Transvestism
C0234512,Prosopagnosia
C0949683,Sex Chromosome Disorders
C0086040,Compulsive Personality
C0751840,"Alexia, Pure"
C0018779,"Hearing Loss, Functional"
C1848213,"Periventricular Heterotopia, X-Linked"
C0008525,Choroideremia
C0265240,Goldenhar Syndrome
C2936346,22q11 Deletion Syndrome
C1955603,Deaf-Blind Disorders
C0271097,Usher Syndrome
C2607947,Unilateral deafness
C0525043,Reactive Attachment Disorder
C0014522,Epidermodysplasia Verruciformis
C0006131,Branchioma
C0206661,Gonadoblastoma
C0022367,"Jaw, Edentulous, Partially"
C0524948,Maxillofacial Abnormalities
C0029293,Oroantral Fistula
C0017567,Gingival Hypertrophy
C0236001,Gingival Atrophy
C0011436,Dentinogenesis Imperfecta
C0266061,Open Bite
C1527338,"Hereditary Cerebral Amyloid Angiopathy, Icelandic Type"
C0233795,"Amnesia, Anterograde"
C0950122,Frasier Syndrome
C4048196,beta-Mannosidosis
C0751807,"Skull Fracture, Compound Depressed"
C2718017,TDP-43 Proteinopathies
C0751941,Glossopharyngeal Nerve Disorder
C0751676,Basal Cell Cancer
C0023481,Chronic Neutrophilic Leukemia
C0394016,"Coma, Post-Head Injury"
C0017409,Herpes Zoster Oticus
C2717757,Susac Syndrome
C1956255,Nodoventricular Mahaim-Type Pre-Excitation
C0036939,Shared Paranoid Disorder
C1827301,Extensively Drug-Resistant Tuberculosis
C0040254,Tinea Favosa
C0281328,Adult Subependymoma
C0016064,"Fibrous Dysplasia, Monostotic"
C0475060,"Intracranial Subdural Hematoma, Traumatic"
C0752330,"AIDS Arteritis, Central Nervous System"
C0520720,Tarlov Cysts
C0152232,Decapitation
C0376551,Rubulavirus Infections
C0001364,Massive Hepatic Necrosis
C0028271,Noma
C0751753,Carbamoyl-Phosphate Synthase I Deficiency Disease
C1264040,"von Willebrand Disease, Type 2"
C0014145,Yolk Sac Tumor
C0474820,Glomus Tympanicum Tumor
C0238357,Hyperkalemic periodic paralysis
C0175704,LEOPARD Syndrome
C0752137,"Brain Diseases, Arterial"
C0265252,Coffin-Lowry syndrome
C0015411,Eye Manifestations
C0018934,Hematocolpos
C0948355,Myocardial bridging
C1955864,"Sinus Arrest, Cardiac"
C0206068,Parasystole
C0242514,"Tachycardia, Reciprocating"
C0039238,"Tachycardia, Sinoatrial Nodal Reentry"
C0078888,Accelerated Idioventricular Rhythm
C0393911,Pure Autonomic Failure
C0149793,Amaurosis Fugax
C2717758,Diffuse Neurofibrillary Tangles with Calcification
C0751188,Post-Dural Puncture Headaches
C0751862,Lead Polyneuropathy
C0078917,"Albinism, Ocular"
C0003081,Anisometropia
C0206721,Inverted Papilloma
C0042907,Vitreous Detachment
C0015269,Exhibitionism
C0151827,Eye pain
C0016395,Focal Dermal Hypoplasia
C0282529,"Chondrodysplasia Punctata, Rhizomelic"
C0024433,Macrostomia
C0342853,Sialuria
C0751937,Olfactory Nerve Disorder
C0032197,Platelet Storage Pool Deficiency
C0242621,Isochromosomes
C0085262,PC12 Cells
C0017926,Glycogen Storage Disease Type VII
C0009765,"Conjunctivitis, Acute Hemorrhagic"
C0878588,Sphincter of Oddi Dysfunction
C0026034,Microstomia
C0406670,Vulvodynia
C0015526,Factor XII Deficiency
C0175167,Acneiform Eruptions
C0029455,Osteopoikilosis (disorder)
C0175693,Russell-Silver syndrome
C1956097,Wolf-Hirschhorn Syndrome
C1135841,Zoster Sine Herpete
C0079680,Lentivirus Infections
C0206765,Connective and Soft Tissue Neoplasm
C0029417,Osteoblastoma
C1956261,Cerebral Venous Angioma
C0878677,Glycogen Storage Disease Type IIb
C0034935,Babinski Reflex
C0751850,"Heavy Metal Poisoning, Nervous System"
C0270328,Diurnal Enuresis
C1563715,Andersen Syndrome
C0221011,Malignant Atrophic Papulosis
C0398689,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
C0080333,Weber-Cockayne Syndrome
C0017927,Glycogen Storage Disease Type VIII
C1856401,Glutaric Aciduria IIA
C0027343,"Nails, Ingrown"
C0406209,Photo-onycholysis
C0221263,Cafe-au-Lait Spots
C0019054,Hemolysis (disorder)
C0206230,"Fractures, Crossunited"
C0032357,Poland Syndrome
C0158322,Heel Spur
C3541458,Primary Oxalosis
C0040962,Tricuspid Valve Prolapse
C0400822,"Colitis, Lymphocytic"
C0206645,Desmoplastic fibroma
C0017097,Gardner Syndrome
C0085784,Alveolalgia
C0029172,Oral Submucous Fibrosis
C0004692,Balantidiasis
C0024286,Lymphogranuloma Venereum
C0000880,Acanthamoeba Keratitis
C0276791,Dientamoeba fragilis Infection
C0022361,Jaw Cysts
C0014851,Esophageal Cyst
C0349639,Juvenile Myelomonocytic Leukemia
C0001429,Adenolymphoma
C0206636,Chondromatosis
C0206730,Neurothekeoma
C0206642,Parosteal Osteosarcoma
C0206649,"Neoplasms, Fibroepithelial"
C0085167,Granular cell tumor
C0206671,Eccrine acrospiroma
C0206683,Papillary and follicular adenocarcinoma
C3714739,Mesothelial Neoplasms
C0543478,Residual Tumor
C0022602,Actinic keratosis
C0917990,Acro-Osteolysis
C0029405,Osteitis Fibrosa Cystica
C1956089,Osteophyte
C0020499,"Hyperostosis, Sternocostoclavicular"
C0029429,Osteochondrosis
C0008475,Chondromalacia Patellae
C0752242,Hallux Limitus
C0264134,Hallux Rigidus
C0025587,Metatarsalgia
C0158329,Tendon Entrapment
C0267539,Neutropenic Typhlitis
C0042783,Visceral Prolapse
C0221757,alpha 1-Antitrypsin Deficiency
C0206306,Furcation Defects
C0017571,Gingival Pocket
C0011432,Dentin Sensitivity
C0742343,Acute Chest Syndrome
C0026069,Middle Lobe Syndrome
C0752089,"Autoimmune Myositis, Experimental"
C0268243,"Niemann-Pick Disease, Type B"
C1565172,Trigeminal Autonomic Cephalalgias
C0458101,Cervicogenic Headache
C0458224,Piriformis Muscle Syndrome
C1363854,Hand-Arm Vibration Syndrome
C0013581,Ectopia Lentis
C0206368,Exfoliation Syndrome
C0007869,Cervix Erosion
C0023533,Leukorrhea
C0042253,Vaginal Fistula
C0269084,Vulvar Vestibulitis
C0238442,Pubic Symphysis Diastasis
C1721007,"Pachyonychia Congenita, Type 2 (disorder)"
C0079301,Junctional Epidermolysis Bullosa
C0085074,Granuloma Annulare
C0032633,Vesicular eczema of hands and/or feet
C0030436,Parakeratosis
C0023652,Lichen Sclerosus et Atrophicus
C1704299,"Hypobetalipoproteinemia, Familial, Apolipoprotein B"
C0024862,Masochism
C0036913,Sexual Sadism
C0007397,Catastrophic Illness
C3179278,Prosthesis Durability
C2609162,Periprosthetic Fractures
C1262206,Iliotibial Band Syndrome
C0016196,Flail Chest
C1334455,Pulmonary Sclerosing Hemangioma
C0477611,"[X]Spinal osteochondrosis, unspecified"
C1963763,Failed Back Surgery Syndrome
C0917715,Hajdu-Cheney Syndrome
C0431943,"Lower Extremity Deformities, Congenital"
C0032027,Pityriasis Rubra Pilaris
C0001264,Cervicofacial actinomycosis
C0007659,Cementoma
C0205865,"Fibro-odontoma, Ameloblastic"
C1305740,Overbite
C0155930,Tooth Ankylosis
C0010261,Cracked Tooth Syndrome
C0040458,Unerupted tooth
C0001431,"Adenoma, Basophil"
C0162531,Hereditary Coproporphyria
C0154246,"Urea Cycle Disorders, Inborn"
C0029128,Optic Disk Drusen
C0266494,Sinus Pericranii
C0005689,Bladder Exstrophy
C0085988,Cephalopelvic Disproportion
C0376699,"Teeth, Endodontically-Treated"
C0008493,"Hydatidiform Mole, Invasive"
C0002757,Anal Gland Neoplasms
C0038558,Submandibular Gland Neoplasms
C0022681,Medullary sponge kidney
C0039082,Syndrome
C2717988,Diarrhetic Shellfish Poisoning
C0036094,Salivary Gland Fistula
C0265234,Branchio-Oto-Renal Syndrome
C0027155,Myxosarcoma
C0034895,Rectovaginal Fistula
C0243025,Hantavirus Pulmonary Syndrome
C0206664,Teratocarcinoma
C0206706,Verrucous carcinoma
C0037917,Spina Bifida Cystica
C1504464,Endoleak
C0272414,Wandering Spleen
C0033377,Ptosis
C0086533,"Leiomyoma, Epithelioid"
C0023003,Langer-Giedion Syndrome
C1846545,Autoimmune Lymphoproliferative Syndrome Type 2B
C0007118,"Carcinoma, Basosquamous"
C0264303,Laryngomalacia
C0018196,"Granuloma, Laryngeal"
C1562503,Vein of Galen Malformations
C0007868,Cervical dysplasia
C0030455,Parametritis
C0004779,Basal Cell Nevus Syndrome
C0544008,Chandler syndrome
C0266568,Persistent Hyperplastic Primary Vitreous
C0025269,Multiple Endocrine Neoplasia Type 2b
C0281508,Desmoplastic Small Round Cell Tumor
C0206094,"Neuroectodermal Tumor, Melanotic"
C0042465,"Venereal Tumors, Veterinary"
C0002793,Anaplasia
C0268553,Hyperlysinemias
C1955870,Classical Lissencephalies and Subcortical Band Heterotopias
C2717961,Thrombotic Microangiopathies
C0268579,Propionic acidemia
C0268225,Aspartylglucosaminuria
C0302363,Brucella abortus infection
C0010636,"Cystadenoma, Papillary"
C0022882,Laboratory Infection
C0206614,Morbillivirus Infections
C0206737,"Nevus, Intradermal"
C1563751,"Genetic Diseases, Y-Linked"
C1257826,Chromosome Stability
C0600498,"Anticipation, Genetic"
C1292772,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
C0003742,Arcus Senilis
